id,prediccion
23400,122447669.98427688
25570,392087586.0957988
20263,663891941.3311225
20857,170749774.81912628
26823,53893825.760304295
9318,36623239.61495116
25507,16354667.581221875
14848,58100923.12968865
7843,77202756.47719637
28648,40832841.54485515
29985,50204732.61175511
13049,40998135.163075805
25100,45550713.50410277
14857,11813675.148781437
25014,26446229.041377746
10740,110227353.9186589
16095,224405104.1394794
2209,634202783.3071175
18841,672861938.7892605
28273,156818136.59122762
22373,87271959.33342308
2267,54483493.7472162
5227,720665994.8122206
28302,580774614.2825016
21579,26618536.513830844
20123,43249396.18295941
17893,80862738.32975005
20928,126226269.15888079
13023,140523979.9738742
20737,76331344.88842814
27367,17233552.13713753
11741,25895497.902054362
6548,11920564.27832051
3283,399064726.76146835
15615,89597799.89825
23662,358873788.1685018
2277,45984623.92591576
26051,37912256.830999605
12355,165655847.93006402
16486,191172541.14406666
19536,34659475.42329729
18674,667791888.4300542
8697,479882681.31065166
22565,55353837.238866374
16380,27260845.504820585
25295,91096881.9420768
28681,39004202.1270098
24992,371098927.5473031
29670,117237320.73612396
5837,69401275.35638061
10236,43892069.49285985
22825,26617750.870161172
280,15899672.81794074
22377,52308554.23707891
25274,20947276.55512675
5161,773961099.8493422
29753,471903791.2590126
3691,103441095.47974342
5916,64102882.13458358
11579,65116319.16355942
18079,31722677.02033634
19537,25744015.41337996
26024,222155733.93641436
29720,537881931.586127
21740,11105508.138230959
25744,39034262.32679669
20553,34410413.8860041
11703,658305655.660817
11515,154244082.59178665
9007,664819652.8710728
11743,764715356.5268558
28262,18806697.342498876
16470,60941650.441617936
13677,314311467.63641745
20164,19624325.10557061
16786,35418778.21759738
29323,45457643.01580102
15694,56293770.64812318
17336,137997975.09141305
3736,17292911.136619363
25485,13189553.074941203
3644,49239267.21600306
7199,143812943.95998487
25366,39030348.900461495
24937,18754463.726398427
21306,16845282.754854158
29366,142218104.2881923
21524,568116336.9885491
21719,134461590.3394536
1838,15053384.598553013
29916,52001510.890454546
10985,64639300.01502605
9304,331751873.34333515
12800,498427593.6731872
1458,488213222.16660374
1093,31601129.086387947
4150,67708435.57902072
11009,60685679.08098664
27069,72720562.81649083
9190,11447916.405253706
4933,105505271.09953228
14466,98695940.3430628
4557,17415506.57609335
11489,103584604.30731015
12075,236046919.4637799
25102,394833237.01397043
16798,37510141.7538896
20071,694492970.2141992
14419,63784873.93793605
28246,15497528.42176634
25390,539972617.8780037
24997,649141809.0551333
17279,56329309.36808322
6482,36998858.00279945
8021,50056619.7373567
9101,24507226.975775465
17477,20779481.45643435
8590,338693939.5943593
29162,290545123.04447883
24516,66967075.800622985
27275,123159391.38342533
23873,5454710.557163596
29364,44091924.8604898
1504,447952727.9119269
9937,46631829.01295095
10940,11265853.45596102
20295,54857092.55146381
3950,449249691.1287577
6439,491571858.1847399
13620,129530017.81343418
14304,72786850.50151949
22094,15055216.349224985
15949,298714483.4415368
28190,694882402.5235537
13065,43054990.699124254
13251,111061523.05058424
29167,30066710.873178367
7744,382384168.1754085
26227,81553263.47724931
7756,98706323.76777424
1413,412788722.782386
6529,32086154.113146983
1123,33555415.62409597
16334,693599828.0830268
5246,623709947.8369085
12153,41590740.80189216
19641,84238951.94341965
25208,34858609.74103819
9434,134320841.31853932
7469,28130214.489726026
29012,564416618.7517365
11032,11140403.232787246
29443,44851299.34687163
7294,54862889.416934155
12972,48115066.10324804
5347,22159157.809988096
14471,48195891.371193215
28812,50709468.600446805
15963,35248099.57727058
24275,34304231.69069652
21150,779307890.5175353
10864,35298315.72531423
17755,92021667.88695104
4485,58464047.8620528
10561,45320902.725345515
24578,747999565.94313
20327,40116063.36161946
21717,145852757.1421229
10599,42847376.08680774
1434,16598121.424305618
5861,22651253.96333198
12427,50511043.945370995
10981,109250399.77763283
22045,45301101.71119278
27831,11057846.78380226
23078,638442058.6764175
26377,32017666.785767414
10407,67713944.02762048
23491,120168606.11590934
19567,19018196.839147456
11473,61321025.785034224
12064,153398164.55950543
8932,305285581.0542832
10969,483136847.62982374
27756,17174516.625919864
26848,69429388.96226424
1611,37103253.00747585
29237,80985002.39066671
16267,102812850.60002807
12394,38692709.16955638
26840,20743372.41108822
2768,50919645.56352912
12777,21436078.27495748
23177,412421685.0184579
217,33269439.425299466
24877,19892005.373389006
6166,47298262.25481903
3902,134158736.00878161
21232,119646147.6950737
24637,44455503.75624768
10000,120777207.2877885
14798,43823644.71891822
6088,35546934.538592786
14460,58571934.25751572
2857,69596227.04459298
18218,45153762.39609002
17042,24397021.658154797
12415,55031090.31973555
9673,112428447.8633955
517,92647318.551678
11624,44773128.68373843
8282,22890133.048771754
20257,24317754.7249905
12079,22398963.378977437
17735,329071450.42754066
2158,109996873.65314455
28082,49118625.21623473
10727,10585976.176097631
29031,33769076.61698215
3097,98774344.67858411
22754,17209645.148231126
3109,122564985.86631377
10277,12377702.67367411
21882,165578279.0191473
6428,13535999.593925586
9253,642088102.1343373
2407,243469331.5304179
25039,373730274.42060983
14643,43054192.30657914
24744,85072831.5858396
18525,43804945.92923638
13421,34842235.95451796
3399,25911775.30620981
8944,310487846.0109412
27173,661317740.2990955
6940,148554684.16270226
27316,48987843.8079049
28315,138080128.14285088
27775,14745329.630224634
9817,683173335.2625711
16140,27717437.12817066
9419,41183547.57070201
12316,50621005.01325708
2519,11898187.67602541
29752,112319955.48524392
16602,57511788.86458789
17593,87659844.33832854
5101,114197105.85223867
9843,105457186.5482397
17188,42826514.028855726
7278,317193812.50166875
18773,34645444.416254036
10079,11334779.531562548
21771,39439444.2113274
26444,64784775.21619784
9893,144692260.49178076
6329,707759.4172779878
10046,31960559.1515908
26120,161308842.65850914
14330,24587452.082479216
26756,33469426.455265995
11847,56134127.02720904
16587,698248111.642894
17551,367902785.8903588
21265,321417353.74459636
15092,62455640.75923907
23481,86333079.58538203
18394,11134315.976086231
22277,369013995.2173114
10400,568893107.2287767
8165,30357464.728226155
22501,325775514.22770697
10884,394391102.60584563
23087,46025826.924177594
24673,102773694.35114393
13721,624190534.549267
17847,26444540.815365866
3383,27117093.989652783
9846,117212678.59342316
18833,34133670.230402745
19341,43117168.42793337
7340,602751013.8147312
14369,28857168.739813596
14660,36543016.91777432
429,44334650.61890019
16205,43926684.44533984
17508,75796601.8458559
625,150525729.95473552
28356,12129616.891645921
17171,744472814.8282157
1139,306267335.2152034
17664,38029429.98513957
24512,19697655.504960183
19543,32026118.79405854
4409,23235060.58961908
17121,34893188.503597185
10353,22685033.254938435
29597,42822362.55911678
9478,112980630.83525632
10300,48783102.36363714
2886,6911056.5764534045
18418,12832396.664808504
7501,142622317.22203356
2684,90827363.55242132
23494,125403880.99921969
17173,33749319.44323607
22925,28916292.14282191
9899,50440922.47443862
6217,680011859.7020876
20720,59792177.495892204
7979,39767172.993584804
11406,53945193.81439668
5552,75769799.79953855
739,85625007.34530608
28718,22409142.628289435
10747,735706434.4186462
27646,404006439.3699581
7072,57708501.14661961
1711,30968165.992925406
3509,24847727.031375054
23163,23543064.48180455
29050,689842810.4200807
13805,20300227.681205016
13493,190618437.80067474
18341,261343714.61018705
12052,540911578.1188204
15956,37678638.49876744
18004,88428937.79096912
7780,42113953.573751874
9004,34410411.75468598
15747,56640668.86563236
25482,44978478.08514318
734,49302566.06778013
14199,103288961.89165051
21907,186879653.98943168
21045,43280345.81983236
15821,29167123.522558477
18843,26798492.683446195
20245,31412886.375801194
8204,32860383.531361867
28967,141391338.38573572
10587,39471568.60333609
19592,111952888.97316413
20200,406242158.55353576
18897,866428102.0830594
23629,69784549.26332079
4970,663263118.1884729
12622,55845577.314500436
8248,65147334.355039276
24383,468423011.06122303
2905,121159618.8521806
20274,462899495.0525276
12102,47133738.462934576
6070,133062184.90676276
12141,51714055.15751217
3699,96738374.9867412
29678,42441346.51604995
1913,362137601.72859126
6401,45534142.91698043
4476,21821910.36619709
23455,50378400.384914614
29218,34824966.55261529
8346,53664120.12263312
26624,22162695.816469863
26598,14332708.62178169
10039,450570495.82704455
3264,79589813.70572186
10262,53111898.72656267
16983,52162103.598045655
4978,71741355.2245835
11328,1758367.0902469086
28217,6158544.206750421
20347,104466731.33227707
4230,537011564.0136185
5219,765415078.4584805
15845,32145105.777352165
19913,33336511.761652216
1428,589767591.5190116
8122,64206789.13150647
12794,129804420.95984298
10147,114948954.50194936
25768,67514076.15505868
26730,532077078.4778007
14500,25180897.036874227
10439,217438147.1697771
14564,34994150.91849242
16383,283124411.42021203
12948,18282296.13883291
16405,196273401.27735502
16384,266441246.8851951
27166,50744953.151851326
6798,404026564.6457603
11388,51858728.597168885
16954,527035035.2457116
2042,138061189.19894138
9404,13070746.849969672
14051,147409165.68436027
2908,43954510.27467138
9200,51630318.85884286
8740,33969425.86173598
14411,65230555.009930536
29288,13485999.424369665
1661,36977881.514205895
7319,46771984.696636066
11789,28330567.21010623
17307,36198693.272348255
24754,116173417.73726538
24338,739569814.0192957
27317,49980177.169411555
4982,20291411.02524732
14771,76052219.27572383
28422,366291604.838358
26900,31388556.20478701
20087,490064589.8776131
4985,13192526.99885671
15282,618818845.7025921
26495,304335911.39981306
21582,35262678.45050917
897,17871498.195683897
1685,53290493.274138965
16498,322722449.42385703
16984,31386251.34245318
11194,68009588.92659198
9521,36829303.49522066
1488,160679605.0063491
22668,11088888.669163587
25029,117810672.31160976
9634,40890481.55120666
22324,761540534.6569293
10243,49877640.11273493
21378,52964465.364399426
15737,702321764.3248483
25682,15491597.833074661
8355,64180876.64222199
6347,398632353.06794816
14000,148912004.0655828
11991,838130782.2634519
5428,47538900.93221652
17695,280461.46497650235
24222,585414531.0730001
5641,118048879.34336741
12706,27504408.5467391
5721,111003921.35767847
22235,73242092.35374956
12464,78160455.62180236
25709,41750333.62035106
18837,232968245.55897108
17815,27143998.609770037
3484,28216180.233317368
17087,14026079.465756765
15981,623697618.7912368
27219,76443228.05530652
17817,22047889.04705488
21190,25414610.295631357
3231,115930334.21912602
2477,502361476.10568494
27720,283675141.4829922
24626,22600789.86545228
9428,84604826.88873608
15519,26459276.612700578
27759,737660523.4479645
7998,29890778.312263794
7256,553012932.6412662
645,721178040.5521437
2508,496980599.5993427
17732,111249972.91645509
10354,53017968.81796947
12739,611135688.1065934
3474,36930200.93990719
23598,31376119.255483076
27975,123832635.0870657
1228,54239412.322440565
3800,131762407.64524794
11623,16330504.852084275
10206,41350962.931943834
3659,47606228.72635875
28295,86722871.8548001
18554,19561510.47025024
22256,37633406.4213088
16012,317965239.80062324
12418,328171921.27461237
2562,571495227.3149327
20242,32534684.069045346
27943,339005165.2452605
18073,118570010.50522019
12557,32049663.631932653
16339,504005183.77375776
6563,102803461.223925
15294,29350656.973437257
22257,63134853.890725024
174,39996371.63489979
14494,443495321.6549981
20381,321986922.5973561
25075,113990839.6622385
17600,38877915.648376934
17347,616838763.0740352
23854,165165876.38172135
2228,690050621.8199337
19996,43282164.03838254
2586,53969327.99158955
29775,461278429.9838593
26537,104825189.593382
5743,720312456.7932031
23432,16288696.604987647
9943,221363495.4429145
17116,233494556.40510455
10815,44797349.5186365
12519,39848973.01849754
8787,46188301.607455336
10885,57934224.917745985
14539,44312784.321088456
13535,90506883.81765926
21874,35119211.05818022
4872,46368918.16950544
22357,224667589.2785555
19937,63201434.19058804
19682,34044632.09822381
11199,340345356.18378407
8157,58265321.79814873
20147,41957292.49919756
1091,18813515.159044117
11256,21644481.183409724
12527,17889959.80563201
27116,110540345.97775292
763,22442329.366062135
3411,278077426.58358014
18342,60619094.35735206
6272,39104665.865220204
7503,60445329.38051305
11942,504221813.0193193
27617,20824490.339657765
16202,364390050.42816937
7478,538479826.5470265
17698,218364710.42842302
2899,118821378.32817963
1617,37253840.87926122
22618,186444927.20296112
20237,104189361.29495028
21322,351155506.7611885
14478,127493815.87431699
27381,117483172.07365353
21267,326653171.3032798
10020,94416354.58985431
24663,456475041.62779105
8575,104703159.96454957
21507,31546839.740538977
8365,741849190.7909521
2959,39565013.4813011
26274,490948998.79928946
25181,39523796.64315886
28002,55463317.08929506
21694,62133908.2550274
26188,57851481.03742868
28018,81256558.62977178
9768,18978530.41226516
6290,38973603.62121318
23339,28029544.02643293
35,196159151.19874024
8846,163405701.06266713
24192,11274098.710727155
10804,25879554.094619915
18888,18150888.377040967
22337,362561755.3996812
15200,319841782.6620868
3483,212864509.28681442
10657,43721644.690675855
21454,585010404.4583163
2993,301543603.09497285
3704,658151947.7619649
5747,287906318.5875935
29769,52994713.21228277
551,741883357.3229028
22666,53663867.95960446
6175,58377677.77920954
3403,112224086.79281153
13518,19788262.708451018
16127,705885542.0215539
5035,130053962.41126983
24659,11491629.340540135
21164,117592547.63748091
20423,419071031.3326374
15210,44802085.3019105
6112,510772512.5043435
15231,33010246.13240467
1792,25923125.065492276
5648,49368036.41626652
10155,794544590.4507415
7913,83760658.47253285
1279,41361666.48791233
4520,39270046.78528535
24783,109604397.08466572
2849,317168.7936765759
12210,691306011.3429695
3470,34568500.18015751
5655,142291878.900543
27913,215009967.7591177
28054,45401672.68601911
28421,13077891.332766641
19833,357402474.9553718
24714,41389396.61336934
14574,41062352.02597134
23635,227320888.43018535
424,33766213.12945653
10005,490798229.74277186
14929,63489857.70873695
18241,624142480.4518543
12341,65483114.68413659
29407,402976150.8532026
3247,45994452.84605071
14148,37718718.32354178
10576,67131983.07877743
14972,94505892.76157373
18697,53028348.693575755
2944,49700311.653058134
20843,64473785.684630185
27700,199649538.9567581
7965,35129521.280475184
11288,14649834.21032044
7924,174128602.38254553
5713,36848060.23916066
17977,88790292.4614469
8440,21516664.687183667
25047,37958548.11252563
1247,577050979.5370401
9116,51679.97676734561
12750,38824123.56143275
3848,659809411.9507005
5788,318241828.1561103
342,43474712.1076057
17829,33512572.849619158
20465,127914001.94728485
7398,13272220.557275876
8320,245205213.625981
9104,29166221.48090332
11924,571788294.8913393
12696,480762732.9475696
4236,37693871.06759322
1079,38563350.41891573
17235,104132290.51939785
23030,36374705.6249507
2394,257264239.09877828
12619,59314036.143657856
26834,269198740.837026
25436,17861021.02667185
1677,44254316.496485226
5501,150982461.92245698
20890,151817492.18543425
7894,379837572.04101896
8414,24142772.35012582
3581,609126.3144422267
10582,711162883.8294915
10709,36830088.57166529
9839,11496687.270782735
26663,568219059.7904176
2648,120806850.76626477
23897,187246360.80702576
20570,54818386.775746964
15050,579893229.4174615
15336,23819365.99992288
27264,65534074.773996994
20659,375577555.52975655
3965,52578778.73317754
1805,22489983.26025221
14700,44443482.643370256
22013,214955118.6274834
24002,83792598.20396532
21528,22284577.39882984
21367,57313203.82779905
23069,28131458.12723333
19139,23383440.026429683
3799,62147961.420010686
14971,33261217.820108082
6815,422094866.31920254
12377,480761458.6309415
3106,124494538.2107809
8086,131892340.17379208
26827,120850383.34800462
14760,22757732.869687684
23731,20376534.402980793
28097,86146109.82757615
27924,341846970.20449317
10573,35817420.15699246
24157,35515669.84666728
29612,32028731.505294595
19561,568112781.2290715
15002,14244518.027529683
1340,49862140.64089079
15063,14661575.06725377
7901,111900700.92288893
17960,508100946.09634376
9092,61901516.80464725
4144,29522738.428667683
21437,44164581.96420236
25688,118548960.43596959
12849,65653113.325652495
14001,55356649.94497882
17673,83746726.51263003
26729,51393013.0598463
8858,301881155.6862033
9723,2052565.577900281
27792,320082583.8913274
1973,56185238.60145555
7250,24235072.290390775
18929,118012383.87055428
10310,27053437.422887508
5199,331220086.9935165
22965,55944793.59808505
19588,35903005.41591582
6690,537852155.7147237
9133,571699807.589049
13539,626731153.839105
10719,51368729.645655446
18973,311705580.32523847
23424,21867523.393719908
4081,31957387.593693025
26446,30190576.855236642
14332,30800698.596100047
25917,170419840.6016771
10960,617390361.2859434
8926,62222636.1877833
1922,1132921.6258319267
3209,41171984.20412501
25890,34955863.64298342
29431,26074312.011142936
8592,61391079.29219819
13119,67117316.47693793
3746,29867836.137603372
17355,18457107.43310484
13619,648978335.9217445
13763,680594000.3564402
14658,104375168.01305735
500,111682054.85955529
5200,758351748.058086
8286,38230522.22336387
28413,24001224.608657707
10526,13836248.278985318
23797,61139652.19613759
19818,71456718.9391118
13641,542014855.1756415
7,601524596.9275951
22370,110257711.66918847
97,15588833.482686816
22368,346200663.35256726
11496,433040031.2263734
14637,373675316.35004663
21791,15375962.264106084
3586,35261474.271968745
2112,58327869.26236242
16000,114083966.77498259
26795,11341174.231172139
3695,68196010.11388987
28117,11840455.446519235
21814,761530596.0346341
18621,68741183.91702354
22200,12087508.412155624
23261,56037191.097452626
11457,48198632.14114631
9531,58981886.631214894
20222,61139163.33054952
14650,150644338.57152265
27749,25595221.78496295
27654,119387046.01558873
17067,57558965.923048176
8363,240080166.79759997
10024,43469847.176415324
3379,25966340.422933366
26349,263864126.6356797
21033,56188347.605039515
8275,31526960.361025065
11538,16869114.949891776
13317,42187238.31048966
20388,225766987.77872
22047,27860781.29564374
12782,11067221.29513487
18904,79644507.98636132
16712,516709970.57269734
23590,599730048.9335532
14726,31740379.786344532
20959,32110622.906052724
1669,148564438.4149243
24759,11474562.266203472
4337,733683160.0172106
15544,45109727.09180041
24410,422386494.2618685
10991,690647199.3439951
12164,119863752.00576852
4411,69001164.02639592
2859,36737068.019832306
10578,24342143.729996294
25786,580398606.1087663
463,29882022.29553366
6225,720174577.4684507
9575,681401037.1241218
14984,11176268.261042913
18398,69288706.63969137
5763,52388141.72358334
18606,64452993.46103635
10773,161411309.3467279
8526,67907501.65486935
21372,676369942.5966458
24541,744519364.9614294
25628,292551414.04265946
29903,37701447.20210587
8687,65470289.76677614
4283,28651508.195612796
22836,107012642.53099853
16478,8395094.237852646
17589,43269744.694395825
7733,89220748.66596727
17598,22555564.37998552
26014,11873496.63098013
20496,43731115.131033756
7404,57316882.68509599
11888,71222701.59860407
20101,718843756.466144
17547,15527554.90703383
2347,41963803.43689421
22578,549731878.7365776
27870,545467631.922797
21041,27768966.115640357
12644,17518063.67053816
21286,311621016.08243424
16690,29657545.097249046
27350,104230907.39751951
14559,31220322.917383634
5437,51679.97676734561
25615,51209769.74662075
16089,41453460.18529366
28781,44992076.46146879
10534,121043272.55436121
15545,587740409.1560209
8778,95287179.95269905
18098,56200894.404122844
6426,81514977.12341513
20236,94359933.28530322
16783,737672428.0066495
25355,42062534.983456016
2975,18216765.963471763
879,70429321.74661627
4757,60210927.62520733
13978,42245359.12424954
5557,44323872.84223835
1289,328565830.0843552
23709,604352344.8672957
5872,36599320.59467693
28746,117439606.5145046
6715,677543930.425149
13212,65811287.57812722
9316,674938278.5682616
23965,40577325.27244537
15416,52748358.122017205
346,513080572.85067034
10613,131161721.57923912
29486,43754407.50579781
23504,11053852.085966459
13708,799925025.4252502
16172,2769465.478785911
26860,318288239.2070178
9949,51526370.31003815
11975,19177114.192313917
10290,170826769.54591912
15412,5302052.500795832
2321,21245404.68147913
16996,301285124.31511915
12770,480939726.8497458
4458,575263631.0403469
21828,95075743.26574601
27348,461338566.83008754
25113,106735189.06784518
27684,45875617.20875998
10399,564780021.715989
29430,25005246.343524154
23372,51771374.806287475
574,44490358.389642276
24938,353532752.87977046
7175,65257035.996508755
19058,693606341.0235497
17715,13722346.184062377
18656,43813682.95236694
16309,23511607.039020132
15403,15737865.347651964
21081,11523317.0995596
27103,22278617.07091693
11136,100701884.99442151
2603,12936544.800589347
4179,82801547.45152363
19678,56200407.772363044
24010,776156287.0809662
19162,21102078.4525846
22995,759048619.85849
15982,314153530.024076
24628,355395658.19208235
18876,196329474.0557534
9540,135631960.2817734
2820,70499830.5241127
28497,117116264.04925923
7726,88095050.7907394
24507,16510582.349717394
29509,626688495.8561012
1451,29484242.798900876
12340,81805533.68153271
20269,11339387.788935373
398,572833129.6736588
4868,11391915.912391685
4745,25935156.72879079
2241,52531573.39759142
8675,22144076.211918008
9888,108970709.60759039
9243,87483656.95579733
16144,31326435.574098248
29112,129600826.16297191
7443,740055766.5713868
6907,139186340.0061085
6523,371425812.1958523
29405,464979844.306338
16613,317115191.95420027
14993,23443851.65740106
24361,44035882.80836722
19794,31689387.87797042
12586,51290832.652509674
21606,98580083.00175822
22797,30314824.261312503
19287,271140387.83401227
8352,536076213.7913993
93,594385631.5735962
13039,496192957.5663613
11873,76285700.17647773
17386,110944442.96798153
11734,54455301.53444243
24315,44999914.391686164
23678,786200895.0330557
16967,210042881.38329902
2731,79077089.75986253
11223,101750742.75437313
1484,104406487.32509187
24134,47051878.84181888
27254,42803469.33992941
26552,47120503.95916887
5983,717723945.8188633
13102,23243615.09103348
21111,46674683.44842497
22744,46661699.66595449
9294,78205939.51923229
6910,143623727.42542508
27273,24857563.105561856
7043,35441636.09570058
6629,56917701.06845527
27597,104056323.8379759
18368,53893603.10113295
20490,9792253.815803139
29690,43025271.86028238
11307,17475604.10113973
24179,13525866.183935788
7365,45230853.283780195
28702,13227574.520323824
26690,115104169.42926526
15957,20565045.73976036
18110,377147967.10281676
24014,58452967.60774384
352,27405152.883467175
8300,170711699.20747235
3877,616959513.9961858
11154,47709436.831844665
10301,295946748.79655963
21714,87167366.62834229
14444,55290845.35300185
16766,13119756.823330252
26931,770746729.2979686
21348,85795876.16808654
743,13665480.5289732
11353,12548609.592051743
3065,60880796.9471796
27495,91081018.88373363
23735,32507994.229544315
14511,43218636.95546714
8652,114390467.46934389
27923,27090501.867798083
25881,245352024.34657624
15548,620488768.154853
29697,53440409.46705042
25270,113080045.16203387
18552,88946919.13719466
5211,32016380.026342362
15913,201754860.05463484
17463,88490462.91441956
1088,23358456.065597996
7133,81920469.88925283
9996,51637711.372525774
27047,38723147.1114732
29018,23480705.03033388
18838,133527490.78560784
18198,182319398.7157336
15644,75162489.76347713
4580,621449510.111095
11379,65911555.232840836
1054,380856191.7590631
12218,40393608.39220636
18918,28781802.53363822
20778,36241586.23848448
14098,64961721.20890702
21850,19726834.819517165
19437,22141512.86410123
4581,12015156.702204412
19595,60619515.84499464
18108,54364548.93540574
23967,11056671.248542257
24871,82475914.39853428
11995,621410519.198546
25338,66685296.25089197
6215,390822628.8231346
28062,188391854.80822793
10674,614070520.0434029
19961,15234545.61009434
4207,18686380.688933652
21344,306162692.21132374
13433,11609109.328548685
10868,405020739.1089689
26692,35960649.97080422
21742,33299562.23886582
3548,49958794.95527005
25699,16575698.194674807
1119,11536160.110644078
4707,50521779.43326258
25163,48188351.38211647
16672,375522626.074763
627,105190627.93763801
2885,56047951.0999077
18416,569143185.931614
25241,11329937.228161829
27176,182393304.10767272
12029,61153673.895963795
29574,25058305.66300472
10329,15484317.20761517
9203,26757182.023720168
1537,87028772.03162898
4703,47366567.61764169
20530,90694658.56165996
26118,96593583.23294248
29358,96414982.38377152
22596,14820377.709687628
448,52350569.3863862
22035,706225571.7744435
9933,215731005.71185672
20521,432038452.1144874
27304,90269798.64064829
25632,29420835.921926174
4141,55232358.51007243
20433,32437064.544685207
12529,69494057.02590962
12236,21529114.360398307
8030,34579422.15752787
11128,583352802.7142698
21915,12864205.845658673
12533,469402352.20181715
12827,32774020.622869555
13009,264339469.58435136
12643,63603053.511125855
22263,104988176.68513702
28213,96759837.60002479
9214,17729926.468543712
14054,102004260.8272066
